cell_name	Symbol
Microglial cell	Pik3r6
Astrocyte	Clec16a
Microglial cell	Kcnab1
Microglial cell	Ano6
Neuron	Dpysl5
Neuron	Suv39h2
Neuron	Senp7
Astrocyte	Folh1
Microglial cell	Nt5dc1
Astrocyte	Msi2
Oligodendrocyte	Sulf2
Neuron	Reln
Astrocyte	Gstk1
Microglial cell	Fermt3
Astrocyte	Bckdha
Microglial cell	Tgm2
Astrocyte	Agl
Astrocyte	Klhdc8b
Astrocyte	Capzb
Neuron	Pbrm1
Oligodendrocyte	Dusp15
Neuron	Rcor2
Neuron	Pfdn1
Astrocyte	Phkg1
Oligodendrocyte	Abca2
Oligodendrocyte	Adam9
Microglial cell	Mef2c
Neuron	Bag4
Oligodendrocyte	Dock6
Microglial cell	Pfkfb3
Oligodendrocyte	Bche
Microglial cell	Cd99l2
Oligodendrocyte	Bpgm
Microglial cell	Pla2g15
Oligodendrocyte	Dennd5b
Oligodendrocyte	Vsnl1
Microglial cell	Tlr2
Oligodendrocyte	Sh3d19
Astrocyte	Abcd3
Microglial cell	Clcn5
Oligodendrocyte	Abtb2
Astrocyte	Wasf3
Microglial cell	Tradd
Microglial cell	Ccr1
Microglial cell	Zfyve26
Neuron	Cdk13
Oligodendrocyte	Ust
Microglial cell	Rassf4
Microglial cell	Bin1
Microglial cell	Crybb1
Oligodendrocyte	Ddc
Astrocyte	Cth
Oligodendrocyte	Begain
Astrocyte	Grm3
Oligodendrocyte	Eef1a2
Astrocyte	Itpkb
Microglial cell	Rufy1
Oligodendrocyte	Taf9b
Oligodendrocyte	Mbnl2
Oligodendrocyte	Gpr17
Oligodendrocyte	Vps13b
Microglial cell	Pctp
Microglial cell	Pfn1
Neuron	Med14
Neuron	Mapk8
Neuron	Abracl
Astrocyte	Cox6b1
Microglial cell	Prkcd
Astrocyte	Aldh7a1
Neuron	Msl1
Astrocyte	Kyat3
Astrocyte	Rasa2
Oligodendrocyte	Slc4a8
Microglial cell	Ppt1
Astrocyte	Elmo2
Astrocyte	Kcnn2
Astrocyte	Itprid2
Microglial cell	Slc25a24
Microglial cell	Stat2
Oligodendrocyte	Inppl1
Oligodendrocyte	Pank3
Oligodendrocyte	Lrrn1
Microglial cell	Themis2
Microglial cell	Man1c1
Astrocyte	Gstm1
Astrocyte	Gstz1
Astrocyte	Vhl
Astrocyte	Gulp1
Astrocyte	Crtc3
Oligodendrocyte	Mpz
Oligodendrocyte	Tbc1d19
Microglial cell	Ap5z1
Oligodendrocyte	Map1a
Microglial cell	Mob1a
Neuron	Mab21l1
Oligodendrocyte	Nefl
Astrocyte	Hsdl2
Microglial cell	Fhod1
Astrocyte	Acadl
Neuron	Nck2
Oligodendrocyte	H2ac20
Microglial cell	Dnajc13
Astrocyte	Vezt
Microglial cell	Necap2
Oligodendrocyte	Atg101
Neuron	Celf3
Microglial cell	Kctd12
Microglial cell	Dmxl1
Neuron	Nsg2
Oligodendrocyte	Prph
Microglial cell	Rbm47
Oligodendrocyte	Pstpip2
Microglial cell	Oas1a
Microglial cell	Irak4
Microglial cell	Stfa2l1
Oligodendrocyte	Micall1
Astrocyte	Slc30a10
Microglial cell	Stat6
Microglial cell	Stfa3
Oligodendrocyte	Rtkn
Oligodendrocyte	S100a1
Oligodendrocyte	S100a13
Microglial cell	Snx2
Astrocyte	Ncam1
Oligodendrocyte	Sh3gl3
Microglial cell	Psmb9
Astrocyte	Pbxip1
Neuron	Champ1
Neuron	Ccnb1
Astrocyte	Sigmar1
Microglial cell	Taok3
Microglial cell	Pkn1
Astrocyte	Pdgfrb
Microglial cell	Ltf
Astrocyte	Txnrd3
Astrocyte	Pcdh10
Oligodendrocyte	Snx11
Neuron	St8sia3
Microglial cell	Was
Neuron	C3
Neuron	Ankhd1
Neuron	Chn1
Microglial cell	Parp14
Astrocyte	Ppic
Microglial cell	Nt5e
Neuron	Cacnb3
Oligodendrocyte	Papss1
Astrocyte	Acss2
Astrocyte	Phgdh
Astrocyte	Plxnb1
Neuron	Tcf4
Oligodendrocyte	Pus7l
Astrocyte	Acadsb
Microglial cell	Slc29a3
Oligodendrocyte	Inpp5b
Oligodendrocyte	Zfp276
Astrocyte	Cul7
Neuron	Fam185a
Neuron	Foxk2
Microglial cell	Clta
Microglial cell	Naglu
Astrocyte	Nlrx1
Astrocyte	Sag
Astrocyte	Ephx2
Neuron	Dcx
Neuron	Shank2
Astrocyte	P4ha3
Microglial cell	Scly
Neuron	Mtss1
Neuron	Dnajb6
Oligodendrocyte	Gne
Astrocyte	Nat8f1
Oligodendrocyte	Efs
Microglial cell	Ctsh
Oligodendrocyte	Fem1b
Astrocyte	Actn1
Astrocyte	Fn1
Microglial cell	Gvin1
Neuron	Gria1
Oligodendrocyte	Jmy
Oligodendrocyte	Pdlim5
Oligodendrocyte	Dnaja4
Oligodendrocyte	Ehd3
Oligodendrocyte	Sh3rf1
Microglial cell	Eno3
Microglial cell	Plek
Astrocyte	Nudt19
Microglial cell	Cbln4
Oligodendrocyte	Ttl
Oligodendrocyte	Fbxo7
Microglial cell	Rgs19
Neuron	Syngap1
Astrocyte	Vcam1
Astrocyte	Upp1
Oligodendrocyte	Mtap
Neuron	Camsap1
Neuron	Kif21b
Neuron	Madd
Astrocyte	Cpm
Neuron	Pak5
Neuron	Mark1
Astrocyte	Itih5
Microglial cell	Ptprj
Astrocyte	Bcl2
Neuron	Foxj3
Oligodendrocyte	Mobp
Neuron	Ndufaf6
Oligodendrocyte	Nob1
Astrocyte	Uaca
Microglial cell	Sord
Astrocyte	Pdzd11
Neuron	Smg1
Neuron	Myt1
Oligodendrocyte	Fam122a
Neuron	Hirip3
Oligodendrocyte	Camsap2
Astrocyte	Acox1
Astrocyte	Adk
Astrocyte	Limd1
Oligodendrocyte	Pcyt2
Neuron	Usp28
Microglial cell	Aagab
Microglial cell	Wwp2
Neuron	Nsrp1
Astrocyte	Pdlim4
Microglial cell	Rpl37
Neuron	Tgfb1
Oligodendrocyte	Osbpl6
Microglial cell	Plxdc2
Oligodendrocyte	Chd1
Neuron	Cpne5
Astrocyte	Dhrs1
Oligodendrocyte	Inf2
Neuron	Prim1
Neuron	Lpcat4
Neuron	Prox1
Neuron	Cnksr2
Astrocyte	Slc6a17
Neuron	Ttc26
Microglial cell	Prorsd1
Neuron	Xxylt1
Oligodendrocyte	Dock9
Neuron	Rps19bp1
Oligodendrocyte	Neu4
Oligodendrocyte	Igsf5
Microglial cell	Lsp1
Astrocyte	Micall2
Oligodendrocyte	Ythdc2
Oligodendrocyte	Epb41l3
Microglial cell	Tpd52
Astrocyte	Sorcs2
Microglial cell	Vrk2
Neuron	Stx1a
Microglial cell	Tbc1d13
Oligodendrocyte	Gsdme
Oligodendrocyte	Bcas1
Microglial cell	Capza1
Microglial cell	Capg
Oligodendrocyte	Apbb1
Astrocyte	Pxmp4
Neuron	Islr2
Microglial cell	Casp8
Microglial cell	Lgals3bp
Oligodendrocyte	Wasf1
Microglial cell	Ctsa
Oligodendrocyte	Il1rap
Oligodendrocyte	Sh3bp4
Microglial cell	Phyhd1
Astrocyte	Ptpmt1
Oligodendrocyte	Dpyd
Neuron	Polr2d
Microglial cell	Stk11ip
Neuron	Baz2b
Astrocyte	Nde1
Astrocyte	Timm21
Astrocyte	Slc12a4
Oligodendrocyte	Dnm3
Neuron	Wiz
Neuron	Pcgf2
Astrocyte	Nudt7
Neuron	Smc4
Astrocyte	Decr1
Microglial cell	Rnpep
Microglial cell	Npl
Oligodendrocyte	Eno2
Oligodendrocyte	Pde4b
Oligodendrocyte	Fah
Microglial cell	Arsg
Microglial cell	Ctsc
Oligodendrocyte	Fntb
Neuron	Zfp422
Microglial cell	Snx29
Neuron	Ubash3b
Microglial cell	Glb1l
Neuron	Chaf1a
Astrocyte	Plpp3
Microglial cell	Cert1
Oligodendrocyte	Zfp579
Astrocyte	Smdt1
Oligodendrocyte	Gtf2h4
Microglial cell	Lcp1
Astrocyte	Rftn2
Neuron	Smpd3
Microglial cell	Plekho2
Oligodendrocyte	Tmf1
Microglial cell	Pnpo
Microglial cell	Golm1
Microglial cell	Spcs3
Microglial cell	Galt
Microglial cell	Mvp
Oligodendrocyte	Prepl
Microglial cell	Ccdc88b
Microglial cell	Gls
Neuron	Dner
Neuron	Mgst3
Microglial cell	Slc25a45
Oligodendrocyte	Dgat1
Neuron	Lrrc8c
Neuron	Klf12
Oligodendrocyte	Ppfibp1
Neuron	Mpped2
Astrocyte	Rgs7
Neuron	Cmss1
Microglial cell	Trmt2a
Microglial cell	Inpp4b
Microglial cell	Dpp7
Neuron	Fnbp4
Microglial cell	Idua
Microglial cell	Sgpl1
Neuron	Prdm8
Oligodendrocyte	S100a16
Neuron	Kctd15
Astrocyte	Mcee
Microglial cell	Osbpl9
Microglial cell	Nfxl1
Neuron	Rnf214
Microglial cell	Apobr
Microglial cell	Uap1l1
Neuron	Phf8
Microglial cell	Cbln2
Oligodendrocyte	Jam3
Oligodendrocyte	Rab27b
Neuron	Ccdc177
Astrocyte	Wdr35
Astrocyte	Lamc1
Astrocyte	Oplah
Microglial cell	Lcn2
Neuron	Prkar1b
Astrocyte	Adhfe1
Astrocyte	Ass1
Microglial cell	Arpc1b
Microglial cell	Spg11
Neuron	Nt5dc2
Microglial cell	Tap1
Microglial cell	Nfatc1
Neuron	Trrap
Astrocyte	Fbxo2
Astrocyte	Capns1
Oligodendrocyte	AW551984
Astrocyte	Sec14l2
Neuron	Zfp62
Microglial cell	Bid
Neuron	Slc35e1
Oligodendrocyte	Tnr
Astrocyte	Clu
Oligodendrocyte	Adam22
Neuron	Brd3
Oligodendrocyte	Tmcc3
Microglial cell	Mknk1
Microglial cell	Arhgap4
Neuron	Chd9
Neuron	Caap1
Astrocyte	Myl9
Astrocyte	Etfa
Microglial cell	Wasf2
Oligodendrocyte	Tyw5
Neuron	Pax6
Microglial cell	Ddx31
Oligodendrocyte	Rab33a
Oligodendrocyte	Ptpro
Astrocyte	Pals2
Neuron	Zfp532
Astrocyte	Pcp4l1
Neuron	Nup35
Microglial cell	Nhlrc3
Microglial cell	Nat2
Neuron	Zfp280c
Microglial cell	Gpx1
Astrocyte	Lrp4
Microglial cell	Cryba4
Neuron	Wdr47
Microglial cell	Nfatc2
Astrocyte	Fam168a
Microglial cell	Nfkb1
Neuron	Armcx4
Microglial cell	Niban1
Microglial cell	Rps6ka1
Astrocyte	Chpt1
Microglial cell	S100a9
Microglial cell	Ids
Microglial cell	Mgat2
Microglial cell	Mtmr6
Astrocyte	Itga1
Astrocyte	Cald1
Astrocyte	Maob
Microglial cell	Pla2g4a
Microglial cell	Pik3cd
Astrocyte	Abr
Astrocyte	Pygb
Microglial cell	Plod1
Neuron	Plppr4
Astrocyte	Slc13a3
Oligodendrocyte	Ppfibp2
Astrocyte	Parva
Microglial cell	Tor4a
Microglial cell	Cep250
Neuron	Phip
Astrocyte	Tmem176b
Oligodendrocyte	Epb41l1
Oligodendrocyte	Rab4a
Oligodendrocyte	Trim27
Microglial cell	Rps6ka4
Microglial cell	Ptbp3
Neuron	Tex30
Neuron	Rai14
Oligodendrocyte	Cdc37l1
Neuron	Rabif
Neuron	Pycr1
Oligodendrocyte	Bbs7
Oligodendrocyte	Magi2
Microglial cell	Dcxr
Neuron	Ahsa2
Oligodendrocyte	Fsd1
Neuron	Celf6
Astrocyte	Eci2
Microglial cell	Vps13c
Oligodendrocyte	Kank1
Microglial cell	Flcn
Oligodendrocyte	Ankrd28
Astrocyte	Fkbp9
Astrocyte	Acot1
Astrocyte	Sema6d
Microglial cell	Cndp2
Neuron	Fam89b
Microglial cell	Ctsz
Astrocyte	Rcn2
Astrocyte	Nhsl1
Neuron	Dcaf1
Astrocyte	Dgkb
Astrocyte	Agrn
Microglial cell	Plin2
Astrocyte	Ppp1r1a
Microglial cell	Adssl1
Astrocyte	Rida
Microglial cell	Arhgap30
Microglial cell	Cast
Neuron	Pbx1
Astrocyte	Itm2c
Microglial cell	Cd2ap
Astrocyte	Smim8
Astrocyte	Agpat5
Neuron	Phf20l1
Microglial cell	Gdpgp1
Astrocyte	Myo6
Neuron	Tmem132a
Astrocyte	Tnks1bp1
Microglial cell	Vps26a
Astrocyte	Vcl
Oligodendrocyte	Phldb1
Neuron	Fat2
Neuron	Dck
Neuron	Cpne9
Microglial cell	Cstb
Oligodendrocyte	Smarcb1
Oligodendrocyte	Olfm2
Microglial cell	Ncf4
Neuron	Lig1
Oligodendrocyte	Tbc1d23
Astrocyte	Aldh4a1
Neuron	Ss18l1
Astrocyte	Foxred1
Neuron	Atf2
Microglial cell	Wdfy4
Neuron	Cacnb4
Microglial cell	Esyt1
Microglial cell	Capn1
Astrocyte	Ttyh1
Astrocyte	Psd2
Oligodendrocyte	Tub
Microglial cell	Ptgr1
Neuron	Zfp280d
Oligodendrocyte	Smyd2
Astrocyte	Car3
Oligodendrocyte	Dph5
Astrocyte	Echdc2
Neuron	Atad2b
Neuron	Fastkd5
Oligodendrocyte	Tdrd7
Astrocyte	Abat
Neuron	Cyp46a1
Oligodendrocyte	Lmcd1
Astrocyte	Klhl25
Microglial cell	Ints6l
Neuron	Dapk1
Astrocyte	Ngef
Microglial cell	Adgrb1
Neuron	Phc1
Oligodendrocyte	Dnm1
Microglial cell	Ripk1
Microglial cell	Anxa1
Neuron	Ighv1-31
Neuron	Dlg2
Neuron	Zscan21
Microglial cell	Arhgef6
Microglial cell	Engase
Oligodendrocyte	Efr3b
Microglial cell	Chmp1b
Oligodendrocyte	Cygb
Neuron	Brd7
Oligodendrocyte	Ube2j2
Oligodendrocyte	Dnajb2
Astrocyte	Cbr3
Neuron	Pfdn6
Astrocyte	Kctd5
Astrocyte	Sfxn5
Microglial cell	Itga6
Astrocyte	Slc25a20
Microglial cell	Il16
Neuron	Usp3
Microglial cell	Ighg2b
Astrocyte	Ehhadh
Microglial cell	Isoc2b
Neuron	Gramd1a
Neuron	Afdn
Astrocyte	Adgrg1
Neuron	Kcnq2
Neuron	Epc2
Neuron	Shank1
Microglial cell	Cyb5r1
Microglial cell	Lgals1
Astrocyte	Paqr4
Astrocyte	L3hypdh
Astrocyte	Cap2
Astrocyte	Retsat
Oligodendrocyte	St8sia1
Oligodendrocyte	Gpr158
Microglial cell	Heatr5a
Oligodendrocyte	Abhd5
Oligodendrocyte	Pde4d
Oligodendrocyte	Dhx40
Oligodendrocyte	Kctd4
Neuron	Pqbp1
Microglial cell	Asph
Neuron	Dgke
Neuron	Castor2
Oligodendrocyte	Hypk
Neuron	Sfswap
Neuron	Rbm38
Astrocyte	Adcy8
Astrocyte	Dhrs4
Astrocyte	Ttc21b
Oligodendrocyte	Gpc1
Astrocyte	Ppp2r3a
Neuron	Patz1
Microglial cell	Mgat1
Microglial cell	Hprt
Microglial cell	Aim2
Neuron	Nol4
Oligodendrocyte	Mif4gd
Astrocyte	Mink1
Microglial cell	Stat5b
Oligodendrocyte	Uri1
Astrocyte	Wipi1
Neuron	Lsm14b
Astrocyte	Pdlim3
Neuron	Vezf1
Neuron	Lpgat1
Astrocyte	Ift140
Neuron	Dab2ip
Microglial cell	Lipa
Astrocyte	Gpt
Microglial cell	Tap2
Microglial cell	Neu1
Neuron	Cdk2ap1
Oligodendrocyte	Slc1a1
Oligodendrocyte	Tbc1d14
Astrocyte	Magt1
Microglial cell	Fcgr2b
Astrocyte	Btd
Microglial cell	Parvg
Astrocyte	Cyp2d22
Oligodendrocyte	Ppfia3
Astrocyte	Hacl1
Neuron	Iqcb1
Oligodendrocyte	Anks1b
Microglial cell	Diaph2
Microglial cell	Clec10a
Oligodendrocyte	R3hdm1
Neuron	Celf5
Microglial cell	Cap1
Oligodendrocyte	Ank1
Oligodendrocyte	C1ql3
Astrocyte	Rgs20
Oligodendrocyte	Traf4
Neuron	Trp53i11
Astrocyte	Nrbp2
Oligodendrocyte	Elovl4
Astrocyte	P3h1
Microglial cell	Cbr2
Microglial cell	Bloc1s5
Microglial cell	Camp
Astrocyte	Trak1
Astrocyte	Sardh
Microglial cell	Arap3
Microglial cell	Syk
Oligodendrocyte	Rras2
Neuron	Daxx
Astrocyte	Fgd6
Microglial cell	Tapbp
Neuron	Uggt2
Astrocyte	Vps13d
Astrocyte	Jam2
Neuron	Cep170
Microglial cell	Crip1
Oligodendrocyte	Bcar1
Neuron	Zfp37
Neuron	Lamb1
Oligodendrocyte	Tceal3
Astrocyte	9530068E07Rik
Astrocyte	Hdhd5
Neuron	Emsy
Microglial cell	Cyrib
Neuron	Ttc9b
Microglial cell	Pik3c2a
Astrocyte	Efhd1
Microglial cell	Abcb1a
Astrocyte	Coro2b
Neuron	Scai
Astrocyte	Hadha
Microglial cell	Arhgap27
Oligodendrocyte	Tgoln1
Astrocyte	Pcdhgb6
Neuron	Elmod1
Microglial cell	Ap5b1
Oligodendrocyte	Tpm1
Microglial cell	D8Ertd738e
Astrocyte	Cyp2j9
Astrocyte	Ech1
Oligodendrocyte	Rnf220
Oligodendrocyte	Igsf9b
Astrocyte	Lrch3
Astrocyte	Arhgap5
Oligodendrocyte	Tceal5
Microglial cell	Pald1
Oligodendrocyte	Scrg1
Microglial cell	Galm
Microglial cell	Serpinb1b
Oligodendrocyte	Sema5a
Oligodendrocyte	Nefh
Neuron	Ebf3
Neuron	Gemin7
Oligodendrocyte	Mb21d2
Microglial cell	Lgals9
Oligodendrocyte	Slc2a13
Neuron	Kalrn
Astrocyte	Papss2
Oligodendrocyte	Psip1
Microglial cell	Ifi30
Microglial cell	Nmi
Oligodendrocyte	Rab39b
Microglial cell	Man2b2
Neuron	Zc3h13
Microglial cell	Elmo1
Microglial cell	Mapkapk2
Microglial cell	Creg1
Oligodendrocyte	Mapkap1
Astrocyte	Tm7sf2
Microglial cell	Man2b1
Microglial cell	Tlr7
Neuron	Cacna2d1
Microglial cell	Ugt1a7c
Oligodendrocyte	Ddx25
Neuron	Ociad2
Neuron	Arx
Neuron	Atad5
Oligodendrocyte	Ubr3
Astrocyte	Trpm3
Microglial cell	Anxa11
Neuron	Ppfia2
Neuron	Bod1
Astrocyte	Utrn
Astrocyte	Cyp4f16
Astrocyte	Gcdh
Oligodendrocyte	Tm7sf3
Microglial cell	Prcp
Oligodendrocyte	Endod1
Microglial cell	Zfhx3
Astrocyte	Syt11
Neuron	Dnmt3a
Astrocyte	Mboat2
Oligodendrocyte	Plekhm1
Microglial cell	Cnn2
Microglial cell	Cotl1
Astrocyte	Mgst1
Microglial cell	Nek6
Neuron	Serpinc1
Microglial cell	Limd2
Microglial cell	Baz1a
Astrocyte	Abcd2
Neuron	Arg2
Microglial cell	Abcb1b
Astrocyte	Cdc42ep4
Oligodendrocyte	Aplp1
Oligodendrocyte	Ugdh
Microglial cell	Acsl5
Astrocyte	Lingo1
Astrocyte	Arhgef4
Neuron	Syne2
Microglial cell	Arpc5
Oligodendrocyte	Slc44a1
Microglial cell	Vwa5a
Astrocyte	Slc38a3
Oligodendrocyte	Rgs6
Oligodendrocyte	Pvalb
Astrocyte	Car2
Neuron	Chd7
Microglial cell	Serpinb6a
Microglial cell	Hk3
Microglial cell	Ddx58
Microglial cell	Col4a1
Neuron	Dzank1
Neuron	Auts2
Neuron	Gprasp1
Neuron	Pias2
Neuron	Mki67
Astrocyte	Prkd1
Microglial cell	Sqor
Astrocyte	Erbin
Astrocyte	Ppp1r3d
Microglial cell	Rap2c
Microglial cell	Naga
Oligodendrocyte	Cntn4
Astrocyte	Dtna
Neuron	Upf2
Astrocyte	Ctnnbip1
Oligodendrocyte	Dohh
Oligodendrocyte	Crcp
Microglial cell	Gmfg
Microglial cell	Irag2
Microglial cell	Clic1
Neuron	Exosc4
Oligodendrocyte	Cers2
Neuron	Slfn9
Neuron	St18
Neuron	Pdp1
Microglial cell	Snx17
Neuron	Hecw1
Oligodendrocyte	Heatr3
Microglial cell	Osbpl11
Neuron	Haus3
Microglial cell	Btaf1
Microglial cell	Jak3
Neuron	Ssh2
Microglial cell	Alox5
Oligodendrocyte	Snx15
Neuron	Tyms
Neuron	Sp9
Astrocyte	Pgm5
Astrocyte	Rsph9
Microglial cell	Abcd1
Microglial cell	Oard1
Microglial cell	Arrb2
Microglial cell	Lpxn
Microglial cell	Rasal3
Microglial cell	Ncf2
Astrocyte	Abhd3
Oligodendrocyte	Vat1l
Astrocyte	Coprs
Astrocyte	Ahcyl2
Microglial cell	Naip2
Astrocyte	Acyp2
Neuron	Top2a
Oligodendrocyte	Klhdc4
Microglial cell	Gpsm3
Neuron	Cep104
Neuron	Myo9a
Oligodendrocyte	Pcbd1
Neuron	Serpini1
Astrocyte	Cyp4f15
Oligodendrocyte	Plekha1
Microglial cell	Col4a2
Neuron	Prmt8
Astrocyte	Abhd4
Oligodendrocyte	Usp24
Astrocyte	Nudt2
Oligodendrocyte	Eif1b
Oligodendrocyte	Cyp2j6
Microglial cell	Irf5
Neuron	Nosip
Microglial cell	Isyna1
Oligodendrocyte	Ace
Oligodendrocyte	Tmcc1
Neuron	Gse1
Microglial cell	Tcirg1
Neuron	Abcc4
Neuron	Prr12
Neuron	Nsd2
Neuron	Phc3
Neuron	Spc25
Neuron	Baz1b
Astrocyte	Gpm6a
Neuron	Zfp143
Microglial cell	Sgsh
Astrocyte	Mavs
Astrocyte	Csdc2
Astrocyte	Slc7a2
Astrocyte	Romo1
Neuron	Brsk1
Microglial cell	Ccdc186
Microglial cell	Tlr13
Neuron	Tle3
Astrocyte	Sh3pxd2b
Oligodendrocyte	Gfod2
Microglial cell	Sult1a1
Astrocyte	Caskin1
Microglial cell	Khk
Homeostatic microglial cell	P2ry12
Homeostatic microglial cell	Tmem119
Homeostatic microglial cell	Siglech
Macrophage	Fcgr1
Neuron	Cacna1b
Neuron	Maoa
Neuron	Dlg4
Neuron	Slc6a2
Neuron	Dbh
Neuron	Th
Intermediate GABAergic neuron	Zfpm1
Early GABAergic neuron	Mfng
Intermediate GABAergic neuron	St18
Intermediate GABAergic neuron	Pdzk1ip1
Late GABAergic neuron	Otx1
GABAergic neuron	Zfpm2
Late GABAergic neuron	Sall3
Late GABAergic neuron	Sox14
GABAergic neuron	Tal1
Late GABAergic neuron	Zfpm2
Early GABAergic neuron	Dll1
Lamina terminalis astrocyte	Ucma
Neuron	Ndrg4
Ependymal cell	S100a6
Vascular smooth muscle cell(VSMC)	Acta2
Histaminergic neuron	Hdc
Vascular endothelial cell	Pecam1
Vascular endothelial cell	Slc38a5
Oligodendrocyte	Klk6
Vascular leptomeningeal cell	Fxyd5
Vascular leptomeningeal cell	Dcn
Vascular leptomeningeal cell	Slc47a1
Oligodendrocyte	Ctps
Vascular smooth muscle cell(VSMC)	Rgs5
Amacrine cell	Pax6
Bipolar cell	Vsx2
Neuron	Calcrl
Schwann cell	Prg2
Progenitor cell	Sox2
Smooth muscle cell	Prom1
Myelinating oligodendrocyte	Prg2
Stem cell	Ly6a
Radial glia like cell	Gfap
Radial glia like cell	Lpar1
Radial glia like cell	Lfng
Radial glia like cell	Prom1
Radial glia like cell	Nes
Radial glia like cell	Notch2
Radial glia like cell	Gli1
Radial glia like cell	Slc1a3
Radial glia like cell	Egfr
Hippocampal CA1 cell	Slc17a7
Hippocampal CA1 cell	Hpca
Hippocampal CA1 cell	Atp2b1
D1 Medium spiny neuron(D1 MSN)	Tac1
D1 Medium spiny neuron(D1 MSN)	Pdyn
D1 Medium spiny neuron(D1 MSN)	Rgs4
D1 Medium spiny neuron(D1 MSN)	Wfs1
D1 Medium spiny neuron(D1 MSN)	Calb1
Neuron	Slc6a5
Subcortically projecting neuron	Bcl11b
Excitatory pyramidal neuron	Slc17a7
Deeper neuron	Fezf2
Upper neuron	Cux1
Neural stem cell	Hopx
Satellite glial cell	Fabp7
Microglial cell	Cd81
Perivascular cell	Mrc1
T cell	Cd3g
Perivascular cell	Pf4
Neuronal stem cell	Mcm2
Stem cell	Notch1
Non-MGE(Medial ganglionic eminence)-derived interneuron	Lamp5
Hippocampus cell	Neurod6
Prefrontal cortex cell	Reln
Prefrontal cortex cell	Sostdc1
Non-MGE(Medial ganglionic eminence)-derived interneuron	Vip
Medial ganglionic eminence (MGE)interneuron	Sst
Hippocampus cell	Sostdc1
Prefrontal cortex cell	Neurod6
Prefrontal cortex cell	Bhlhe22
Hippocampus cell	Reln
Hippocampus cell	Bhlhe22
Mature oligodendrocyte	Mal
Adult astrocyte	Gjb6
Neonatal astrocyte	Tnc
Newly formed oligodendrocyte	Enpp6
Hippocampal granule cell	Prox1
Vascular cell	Vtn
Excitatory neuron	Neurod2
Newly formed oligodendrocyte	Tns3
Microglial cell	Rps11
Microglial cell	Fth1
Microglial cell	Rpl35
Microglial cell	Cd63
Activated microglial cell	Rpl41
Activated microglial cell	Rpl37
Oligodendrocyte	Apc
Progenitor cell	Hes5
Progenitor cell	Mki67
Neuron	Esr2
Neuron	Esr1
Neuron	Pgr
Neuron	Gper1
Neuron	Crh
Neuron	Avp
Suture stem cell	Bmpr1a
Microglial cell	Ifitm3
Microglial cell	Dkk2
Microglial cell	Axl
Microglial cell	Il1b
Microglial cell	Tnf
Microglial cell	Nfkbiz
Microglial cell	Zbp1
Immature oligodendrocyte	Pdgfra
Excitatory neuron(Ex)	Slc17a6
Ependymal cell	Cd24a
Astrocyte	Gli3
Border-associated macrophage	Lyve1
Microglial cell	P2ry14
Monocyte	Chil3
Border-associated macrophage	Ms4a7
Neuron	Mef2c
Microglial cell	R3hdm1
Microglial cell	Arpp21
Antigen-presenting cell	Cd74
Ependymal cell	Rsph4a
Pericyte	Cald1
Neural stem cell	Snhg11
Border-associated macrophage	Ccr2
Choroid plexus cell	Kl
Neuron	Scn7a
Choroid plexus cell	Clic6
Pericyte	Snap25
Pericyte	Notch3
Neural stem cell	Snap25
Neural stem cell	Meg3
Choroid plexus cell	Kcnj13
Neural stem cell	Ndrg4
Ependymal cell	Dynlrb2
Effector CD8 T cell	Il7r
Effector CD8 T cell	Klrg1
Neural stem cell	Htra1
Neural stem cell	Hes5
Neural stem cell	Mfge8
Neural stem cell	Ntsr2
Neural stem cell	Agt
Non-myelinating stem cell	Ncam1
Lymphatic endothelial cell	Prox1
Lymphatic endothelial cell	Flt4
Immature stem cell	Ngfr
Immature stem cell	L1cam
Lymphatic endothelial cell	Lyve1
Endothelial cell	Cd300lg
Non-myelinating stem cell	Ngfr
Myelinating stem cell	Mbp
Stem cell	Pou3f1
Myelinating stem cell	Ncmap
Myelinating stem cell	Mpz
Stem cell	Sox10
Immature stem cell	Ncam1
Dentate gyrus granule cell	C1ql2
Choroid plexus cell	Folr1
Stem cell	Rbpms
Club cell (Clara cell)	Wnt3
Neuron	Nr5a1
Neuron	Hcrt
Neuron	Oxt
Neuron	Pmch
Neuron	Cnr1
Neuron	Npy
Neuron	Ppp1r17
Neuron	Slc17a7
Progenitor cell	Egfr
Ependymal cell	Plac9
Interneuron	Kit
Pyramidal CA1 cell	Camkv
Pyramidal CA1 cell	Gria2
Pyramidal CA1 cell	Brd9
Pyramidal CA1 cell	Rasgrf1
Microglial cell	Cd74
Natural killer cell	Fas
Natural killer cell	Sell
Natural killer cell	Itgae
Natural killer cell	Klrc2
Natural killer cell	Mki67
Natural killer cell	Fcgr3
Natural killer cell	Il2ra
Natural killer cell	Cd244a
Natural killer cell	Klrc1
Anti-inflammatory M2 macrophage	Mrc1
Stem cell	Krt8
Stem cell	Krt18
Stem cell	Cdh1
Stem cell	Sox9
Mature oligodendrocyte	Apc
Lymphoid progenitor cell	Ccr9
Myeloid progenitor cell	Spi1
Hematopoietic stem cell	Cd34
Hematopoietic stem cell	Kit
Myeloid progenitor cell	Myb
Hematopoietic stem cell	Cd27
Hemogenic endothelial cell	Prom1
Hemogenic endothelial cell	Procr
Hemogenic endothelial cell	Cd44
Glial progenitor cell	Pax6
Glial progenitor cell	Fabp7
